SiteID,WetlandType,MosquitoRank,CattailMosquito,CulexFound,TreatedBy,Date,Wetness,Action,DipCount,Material,Temperature,Precipitation,CloudCoverage
192230-017,3.1,RED,No,Yes,none,06/10/2022,-1,none,,,19,,41
192230-017,3.1,RED,No,Yes,none,06/11/2022,-1,none,,,20,,71
192230-017,3.1,RED,No,Yes,none,06/12/2022,-1,none,,,20,,62
192230-017,3.1,RED,No,Yes,none,06/13/2022,-1,none,,,22,,90
192230-017,3.1,RED,No,Yes,Aerial,06/14/2022,,Aerial Treatment,,Methoprene granules,27,,48
192230-017,3.1,RED,No,Yes,none,05/09/2022,-1,none,,,19,,79
192230-017,3.1,RED,No,Yes,none,05/10/2022,-1,none,,,19,,30
192230-017,3.1,RED,No,Yes,none,05/11/2022,-1,none,,,21,,52
192230-017,3.1,RED,No,Yes,none,05/12/2022,-1,none,,,25,,57
192230-017,3.1,RED,No,Yes,Aerial,05/13/2022,,Aerial Treatment,,Methoprene granules,21,,45
192230-017,3.1,RED,No,Yes,Aerial,05/02/2022,0.85,Inspect for Aerial Trt.,3,,7,,77
192230-017,3.1,RED,No,Yes,none,05/03/2022,-1,none,,,9,,28
192230-017,3.1,RED,No,Yes,none,05/04/2022,-1,none,,,10,,36
192230-017,3.1,RED,No,Yes,none,05/05/2022,-1,none,,,11,,44
192230-017,3.1,RED,No,Yes,Aerial,05/06/2022,,Aerial Treatment,3,Bti granules,13,,37
192230-017,3.1,RED,No,Yes,none,04/28/2022,-1,none,,,7,,90
192230-017,3.1,RED,No,Yes,none,04/29/2022,-1,none,,,11,,100
192230-017,3.1,RED,No,Yes,none,04/30/2022,-1,none,,,10,,100
192230-017,3.1,RED,No,Yes,none,05/01/2022,-1,none,,,7,,100
192230-017,3.1,RED,No,Yes,none,08/24/2021,-1,none,,,25,,42
192230-017,3.1,RED,No,Yes,none,08/25/2021,-1,none,,,25,,30
192230-017,3.1,RED,No,Yes,none,08/26/2021,-1,none,,,20,,78
192230-017,3.1,RED,No,Yes,none,08/27/2021,-1,none,,,23,,82
192230-017,3.1,RED,No,Yes,Aerial,08/28/2021,0.0,Inspect for Aerial Trt.,0,,25,,51
192230-017,3.1,RED,No,Yes,none,07/09/2021,-1,none,,,20,,54
192230-017,3.1,RED,No,Yes,none,07/10/2021,-1,none,,,21,,29
192230-017,3.1,RED,No,Yes,none,07/11/2021,-1,none,,,22,,11
192230-017,3.1,RED,No,Yes,none,07/12/2021,-1,none,,,21,,85
192230-017,3.1,RED,No,Yes,Aerial,07/13/2021,,Aerial Treatment,,Spinosad granules,24,,45
192230-017,3.1,RED,No,Yes,none,06/12/2021,-1,none,,,24,,1
192230-017,3.1,RED,No,Yes,none,06/13/2021,-1,none,,,25,,13
192230-017,3.1,RED,No,Yes,none,06/14/2021,-1,none,,,23,,10
192230-017,3.1,RED,No,Yes,none,06/15/2021,-1,none,,,22,,7
192230-017,3.1,RED,No,Yes,Aerial,06/16/2021,,Aerial Treatment,,Methoprene granules,23,,22
192230-017,3.1,RED,No,Yes,none,05/13/2021,-1,none,,,14,,26
192230-017,3.1,RED,No,Yes,none,05/14/2021,-1,none,,,13,,51
192230-017,3.1,RED,No,Yes,none,05/15/2021,-1,none,,,13,,97
192230-017,3.1,RED,No,Yes,none,05/16/2021,-1,none,,,16,,51
192230-017,3.1,RED,No,Yes,Aerial,05/17/2021,,Aerial Treatment,,Methoprene granules,18,,42
192230-017,3.1,RED,No,Yes,none,04/19/2021,-1,none,,,3,,79
192230-017,3.1,RED,No,Yes,none,04/20/2021,-1,none,,,2,,53
192230-017,3.1,RED,No,Yes,none,04/21/2021,-1,none,,,2,,58
192230-017,3.1,RED,No,Yes,none,04/22/2021,-1,none,,,8,,9
192230-017,3.1,RED,No,Yes,Aerial,04/23/2021,,Aerial Treatment,1,Bti granules,8,,89
192230-017,3.1,RED,No,Yes,none,04/10/2021,-1,none,,,7,,98
192230-017,3.1,RED,No,Yes,none,04/11/2021,-1,none,,,9,,48
192230-017,3.1,RED,No,Yes,none,04/12/2021,-1,none,,,7,,91
192230-017,3.1,RED,No,Yes,none,04/13/2021,-1,none,,,1,,97
192230-017,3.1,RED,No,Yes,Aerial,04/14/2021,1.00,Inspect for Aerial Trt.,1,,4,,92
192230-017,3.1,RED,No,Yes,none,07/16/2020,-1,none,,,22,,13
192230-017,3.1,RED,No,Yes,none,07/17/2020,-1,none,,,25,,48
192230-017,3.1,RED,No,Yes,none,07/18/2020,-1,none,,,28,,49
192230-017,3.1,RED,No,Yes,none,07/19/2020,-1,none,,,24,,14
192230-017,3.1,RED,No,Yes,Aerial,07/20/2020,,Aerial Treatment,,Spinosad granules,22,,28
192230-017,3.1,RED,No,Yes,none,06/15/2020,-1,none,,,21,,86
192230-017,3.1,RED,No,Yes,none,06/16/2020,-1,none,,,24,,49
192230-017,3.1,RED,No,Yes,none,06/17/2020,-1,none,,,24,,7
192230-017,3.1,RED,No,Yes,none,06/18/2020,-1,none,,,23,,71
192230-017,3.1,RED,No,Yes,Aerial,06/19/2020,,Aerial Treatment,,Methoprene granules,21,,39
192230-017,3.1,RED,No,Yes,none,05/15/2020,-1,none,,,14,,68
192230-017,3.1,RED,No,Yes,none,05/16/2020,-1,none,,,14,,74
192230-017,3.1,RED,No,Yes,none,05/17/2020,-1,none,,,12,,89
192230-017,3.1,RED,No,Yes,none,05/18/2020,-1,none,,,13,,86
192230-017,3.1,RED,No,Yes,Aerial,05/19/2020,,Aerial Treatment,,Methoprene granules,15,,91
192230-017,3.1,RED,No,Yes,none,04/26/2020,-1,none,,,12,,63
192230-017,3.1,RED,No,Yes,none,04/27/2020,-1,none,,,15,,54
192230-017,3.1,RED,No,Yes,none,04/28/2020,-1,none,,,9,,73
192230-017,3.1,RED,No,Yes,none,04/29/2020,-1,none,,,10,,82
192230-017,3.1,RED,No,Yes,Aerial,04/30/2020,0.35,Inspect for Aerial Trt.,4,,12,,11
192230-017,3.1,RED,No,Yes,none,09/09/2019,-1,none,,,16,,94
192230-017,3.1,RED,No,Yes,none,09/10/2019,-1,none,,,22,,17
192230-017,3.1,RED,No,Yes,none,09/11/2019,-1,none,,,17,,91
192230-017,3.1,RED,No,Yes,none,09/12/2019,-1,none,,,17,,90
192230-017,3.1,RED,No,Yes,Aerial,09/13/2019,0.75,Inspect for Aerial Trt.,0,,14,,73
192230-017,3.1,RED,No,Yes,none,07/14/2019,-1,none,,,25,,40
192230-017,3.1,RED,No,Yes,none,07/15/2019,-1,none,,,25,,59
192230-017,3.1,RED,No,Yes,Aerial,07/16/2019,0.65,Inspect for Aerial Trt.,0,,26,,36
192230-017,3.1,RED,No,Yes,none,07/17/2019,-1,none,,,25,,28
192230-017,3.1,RED,No,Yes,Aerial,07/18/2019,,Aerial Treatment,,Spinosad granules,26,,39
192230-017,3.1,RED,No,Yes,none,07/12/2019,-1,none,,,25,,9
192230-017,3.1,RED,No,Yes,none,07/13/2019,-1,none,,,24,,12
192230-017,3.1,RED,No,Yes,none,06/15/2019,-1,none,,,19,,85
192230-017,3.1,RED,No,Yes,none,06/16/2019,-1,none,,,17,,62
192230-017,3.1,RED,No,Yes,none,06/17/2019,-1,none,,,18,,70
192230-017,3.1,RED,No,Yes,none,06/18/2019,-1,none,,,18,,34
192230-017,3.1,RED,No,Yes,Aerial,06/19/2019,,Aerial Treatment,,Methoprene pellets,19,,29
192230-017,3.1,RED,No,Yes,none,05/16/2019,-1,none,,,20,,34
192230-017,3.1,RED,No,Yes,none,05/17/2019,-1,none,,,14,,42
192230-017,3.1,RED,No,Yes,none,05/18/2019,-1,none,,,10,,100
192230-017,3.1,RED,No,Yes,none,05/19/2019,-1,none,,,5,,96
192230-017,3.1,RED,No,Yes,Aerial,05/20/2019,,Aerial Treatment,0.2,Methoprene pellets,10,,24
192230-017,3.1,RED,No,Yes,none,05/09/2019,-1,none,,,6,,87
192230-017,3.1,RED,No,Yes,Aerial,05/10/2019,,Aerial Treatment,3,Bti granules,9,,26
192230-017,3.1,RED,No,Yes,none,05/11/2019,-1,none,,,11,,35
192230-017,3.1,RED,No,Yes,none,05/12/2019,-1,none,,,11,,33
192230-017,3.1,RED,No,Yes,Aerial,05/13/2019,0.85,Inspect for Aerial Trt.,0.2,,13,,23
192230-017,3.1,RED,No,Yes,Aerial,05/06/2019,0.65,Inspect for Aerial Trt.,3,,10,,39
192230-017,3.1,RED,No,Yes,none,05/07/2019,-1,none,,,11,,13
192230-017,3.1,RED,No,Yes,none,05/08/2019,-1,none,,,6,,91
192230-017,3.1,RED,No,Yes,none,05/02/2019,-1,none,,,8,,66
192230-017,3.1,RED,No,Yes,none,05/03/2019,-1,none,,,10,,25
192230-017,3.1,RED,No,Yes,none,05/04/2019,-1,none,,,14,,7
192230-017,3.1,RED,No,Yes,none,05/05/2019,-1,none,,,12,,40
192230-017,3.1,RED,No,Yes,none,04/25/2019,-1,none,,,15,,46
192230-017,3.1,RED,No,Yes,none,04/26/2019,-1,none,,,10,,29
192230-017,3.1,RED,No,Yes,none,04/27/2019,-1,none,,,6,,62
192230-017,3.1,RED,No,Yes,none,04/28/2019,-1,none,,,7,,28
192230-017,3.1,RED,No,Yes,Aerial,04/29/2019,0.85,Inspect for Aerial Trt.,0.5,,9,,80
192230-017,3.1,RED,No,Yes,none,08/23/2018,-1,none,,,21,,40
192230-017,3.1,RED,No,Yes,none,08/24/2018,-1,none,,,20,,87
192230-017,3.1,RED,No,Yes,none,08/25/2018,-1,none,,,22,,33
192230-017,3.1,RED,No,Yes,none,08/26/2018,-1,none,,,23,,49
192230-017,3.1,RED,No,Yes,Aerial,08/27/2018,0.0,Inspect for Aerial Trt.,0,,24,,58
192230-017,3.1,RED,No,Yes,none,08/02/2018,-1,none,,,18,,19
192230-017,3.1,RED,No,Yes,none,08/03/2018,-1,none,,,22,,34
192230-017,3.1,RED,No,Yes,none,08/04/2018,-1,none,,,23,,61
192230-017,3.1,RED,No,Yes,none,08/05/2018,-1,none,,,25,,27
192230-017,3.1,RED,No,Yes,Aerial,08/06/2018,0.35,Inspect for Aerial Trt.,0,,24,,37
192230-017,3.1,RED,No,Yes,none,06/23/2018,-1,none,,,23,,20
192230-017,3.1,RED,No,Yes,none,06/24/2018,-1,none,,,23,,27
192230-017,3.1,RED,No,Yes,none,06/25/2018,-1,none,,,22,,29
192230-017,3.1,RED,No,Yes,none,06/26/2018,-1,none,,,20,,82
192230-017,3.1,RED,No,Yes,Aerial,06/27/2018,,Aerial Treatment,,Methoprene pellets,22,,47
192230-017,3.1,RED,No,Yes,none,05/22/2018,-1,none,,,18,,63
192230-017,3.1,RED,No,Yes,none,05/23/2018,-1,none,,,22,,38
192230-017,3.1,RED,No,Yes,none,05/24/2018,-1,none,,,24,,44
192230-017,3.1,RED,No,Yes,none,05/25/2018,-1,none,,,24,,53
192230-017,3.1,RED,No,Yes,Aerial,05/26/2018,,Aerial Treatment,,Methoprene pellets,26,,8
192230-017,3.1,RED,No,Yes,none,05/06/2018,-1,none,,,16,,20
192230-017,3.1,RED,No,Yes,none,05/07/2018,-1,none,,,20,,28
192230-017,3.1,RED,No,Yes,none,05/08/2018,-1,none,,,18,,54
192230-017,3.1,RED,No,Yes,none,05/09/2018,-1,none,,,15,,73
192230-017,3.1,RED,No,Yes,Aerial,05/10/2018,0.25,Inspect for Aerial Trt.,0,,12,,29
192230-017,3.1,RED,No,Yes,none,08/24/2017,-1,none,,,17,,51
192230-017,3.1,RED,No,Yes,none,08/25/2017,-1,none,,,17,,67
192230-017,3.1,RED,No,Yes,none,08/26/2017,-1,none,,,17,,83
192230-017,3.1,RED,No,Yes,none,08/27/2017,-1,none,,,18,,70
192230-017,3.1,RED,No,Yes,Aerial,08/28/2017,0.95,Inspect for Aerial Trt.,0,,18,,56
192230-017,3.1,RED,No,Yes,none,07/08/2017,-1,none,,,21,,18
192230-017,3.1,RED,No,Yes,none,07/09/2017,-1,none,,,22,,29
192230-017,3.1,RED,No,Yes,none,07/10/2017,-1,none,,,23,,49
192230-017,3.1,RED,No,Yes,none,07/11/2017,-1,none,,,24,,21
192230-017,3.1,RED,No,Yes,Aerial,07/12/2017,,Aerial Treatment,,Spinosad granules,25,,44
192230-017,3.1,RED,No,Yes,none,06/08/2017,-1,none,,,22,,17
192230-017,3.1,RED,No,Yes,none,06/09/2017,-1,none,,,21,,13
192230-017,3.1,RED,No,Yes,none,06/10/2017,-1,none,,,26,,17
192230-017,3.1,RED,No,Yes,none,06/11/2017,-1,none,,,23,,70
192230-017,3.1,RED,No,Yes,Aerial,06/12/2017,,Aerial Treatment,,Methoprene pellets,23,,23
192230-017,3.1,RED,No,Yes,none,05/08/2017,-1,none,,,12,,40
192230-017,3.1,RED,No,Yes,none,05/09/2017,-1,none,,,15,,63
192230-017,3.1,RED,No,Yes,none,05/10/2017,-1,none,,,14,,29
192230-017,3.1,RED,No,Yes,none,05/11/2017,-1,none,,,12,,8
192230-017,3.1,RED,No,Yes,Aerial,05/12/2017,,Aerial Treatment,,Methoprene pellets,15,,30
192230-017,3.1,RED,No,Yes,none,04/29/2017,-1,none,,,6,,29
192230-017,3.1,RED,No,Yes,none,04/30/2017,-1,none,,,6,,82
192230-017,3.1,RED,No,Yes,none,05/01/2017,-1,none,,,4,,100
192230-017,3.1,RED,No,Yes,none,05/02/2017,-1,none,,,8,,58
192230-017,3.1,RED,No,Yes,Aerial,05/03/2017,0.85,Inspect for Aerial Trt.,0,,11,,34
192230-017,3.1,RED,No,Yes,none,04/21/2017,-1,none,,,9,,27
192230-017,3.1,RED,No,Yes,none,04/22/2017,-1,none,,,12,,8
192230-017,3.1,RED,No,Yes,none,04/23/2017,-1,none,,,13,,12
192230-017,3.1,RED,No,Yes,none,04/24/2017,-1,none,,,15,,41
192230-017,3.1,RED,No,Yes,Aerial,04/25/2017,0.75,Inspect for Aerial Trt.,0,,14,,79
192230-017,3.1,RED,No,Yes,Aerial,08/26/2016,0.95,Inspect for Aerial Trt.,2,,18,,14
192230-017,3.1,RED,No,Yes,none,08/27/2016,-1,none,,,18,,67
192230-017,3.1,RED,No,Yes,none,08/28/2016,-1,none,,,22,,8
192230-017,3.1,RED,No,Yes,none,08/29/2016,-1,none,,,24,,16
192230-017,3.1,RED,No,Yes,Aerial,08/30/2016,0.95,Inspect for Aerial Trt.,0,,21,,23
192230-017,3.1,RED,No,Yes,Aerial,08/22/2016,0.75,Inspect for Aerial Trt.,0,,20,,10
192230-017,3.1,RED,No,Yes,none,08/23/2016,-1,none,,,23,,34
192230-017,3.1,RED,No,Yes,Aerial,08/24/2016,0.85,Inspect for Aerial Trt.,5,,22,,50
192230-017,3.1,RED,No,Yes,Aerial,08/25/2016,,Aerial Treatment,5,Bti granules,18,,10
192230-017,3.1,RED,No,Yes,none,08/21/2016,-1,none,,,17,,22
192230-017,3.1,RED,No,Yes,none,08/20/2016,-1,none,,,17,,72
192230-017,3.1,RED,No,Yes,none,08/18/2016,-1,none,,,24,,22
192230-017,3.1,RED,No,Yes,none,08/19/2016,-1,none,,,21,,79
192230-017,3.1,RED,No,Yes,none,07/14/2016,-1,none,,,18,,81
192230-017,3.1,RED,No,Yes,none,07/15/2016,-1,none,,,19,,50
192230-017,3.1,RED,No,Yes,none,07/16/2016,-1,none,,,20,,36
192230-017,3.1,RED,No,Yes,none,07/17/2016,-1,none,,,23,,49
192230-017,3.1,RED,No,Yes,Aerial,07/18/2016,,Aerial Treatment,,Methoprene pellets,23,,59
192230-017,3.1,RED,No,Yes,none,06/10/2016,-1,none,,,25,,53
192230-017,3.1,RED,No,Yes,none,06/11/2016,-1,none,,,26,,2
192230-017,3.1,RED,No,Yes,none,06/12/2016,-1,none,,,20,,30
192230-017,3.1,RED,No,Yes,none,06/13/2016,-1,none,,,22,,95
192230-017,3.1,RED,No,Yes,Aerial,06/14/2016,,Aerial Treatment,,Methoprene pellets,20,,85
192230-017,3.1,RED,No,Yes,none,05/12/2016,-1,none,,,11,,42
192230-017,3.1,RED,No,Yes,none,05/13/2016,-1,none,,,7,,56
192230-017,3.1,RED,No,Yes,none,05/14/2016,-1,none,,,5,,10
192230-017,3.1,RED,No,Yes,none,05/15/2016,-1,none,,,9,,21
192230-017,3.1,RED,No,Yes,Aerial,05/16/2016,,Aerial Treatment,,Methoprene pellets,12,,38
192230-017,3.1,RED,No,Yes,none,04/26/2016,-1,none,,,8,,81
192230-017,3.1,RED,No,Yes,none,04/27/2016,-1,none,,,7,,42
192230-017,3.1,RED,No,Yes,none,04/28/2016,-1,none,,,4,,96
192230-017,3.1,RED,No,Yes,none,04/29/2016,-1,none,,,8,,53
192230-017,3.1,RED,No,Yes,Aerial,04/30/2016,0.75,Inspect for Aerial Trt.,0,,9,,37
192230-017,3.1,RED,No,Yes,none,04/17/2016,-1,none,,,16,,61
192230-017,3.1,RED,No,Yes,none,04/18/2016,-1,none,,,16,,55
192230-017,3.1,RED,No,Yes,none,04/19/2016,-1,none,,,11,,71
192230-017,3.1,RED,No,Yes,none,04/20/2016,-1,none,,,12,,67
192230-017,3.1,RED,No,Yes,Aerial,04/21/2016,0.85,Inspect for Aerial Trt.,1,,14,,74
192230-017,3.1,RED,No,Yes,none,09/15/2015,-1,none,,,24,,9
192230-017,3.1,RED,No,Yes,none,09/16/2015,-1,none,,,23,,43
192230-017,3.1,RED,No,Yes,none,09/17/2015,-1,none,,,21,,60
192230-017,3.1,RED,No,Yes,Aerial,09/18/2015,0.85,Inspect for Aerial Trt.,10,,16,,63
192230-017,3.1,RED,No,Yes,Aerial,09/19/2015,,Aerial Treatment,10,Bti granules,16,,60
192230-017,3.1,RED,No,Yes,none,09/14/2015,-1,none,,,21,,2
192230-017,3.1,RED,No,Yes,Aerial,08/20/2015,,Aerial Treatment,6,Bti granules,16,,26
192230-017,3.1,RED,No,Yes,none,08/21/2015,-1,none,,,21,,24
192230-017,3.1,RED,No,Yes,none,08/22/2015,-1,none,,,22,,27
192230-017,3.1,RED,No,Yes,none,08/23/2015,-1,none,,,16,,30
192230-017,3.1,RED,No,Yes,Aerial,08/24/2015,0.45,Inspect for Aerial Trt.,0,,15,,22
192230-017,3.1,RED,No,Yes,none,08/16/2015,-1,none,,,23,,45
192230-017,3.1,RED,No,Yes,Aerial,08/17/2015,0.35,Inspect for Aerial Trt.,0,,20,,56
192230-017,3.1,RED,No,Yes,none,08/18/2015,-1,none,,,17,,83
192230-017,3.1,RED,No,Yes,Aerial,08/19/2015,0.65,Inspect for Aerial Trt.,6,,15,,95
192230-017,3.1,RED,No,Yes,none,08/15/2015,-1,none,,,26,,0
192230-017,3.1,RED,No,Yes,none,08/13/2015,-1,none,,,25,,26
192230-017,3.1,RED,No,Yes,none,08/14/2015,-1,none,,,27,,4
192230-017,3.1,RED,No,Yes,none,07/10/2015,-1,none,,,23,,29
192230-017,3.1,RED,No,Yes,none,07/11/2015,-1,none,,,23,,35
192230-017,3.1,RED,No,Yes,none,07/12/2015,-1,none,,,24,,47
192230-017,3.1,RED,No,Yes,none,07/13/2015,-1,none,,,25,,24
192230-017,3.1,RED,No,Yes,Aerial,07/14/2015,,Aerial Treatment,,Methoprene pellets,23,,22
192230-017,3.1,RED,No,Yes,none,06/08/2015,-1,none,,,20,,23
192230-017,3.1,RED,No,Yes,none,06/09/2015,-1,none,,,25,,10
192230-017,3.1,RED,No,Yes,none,06/10/2015,-1,none,,,21,,12
192230-017,3.1,RED,No,Yes,none,06/11/2015,-1,none,,,15,,76
192230-017,3.1,RED,No,Yes,Aerial,06/12/2015,,Aerial Treatment,,Methoprene pellets,18,,15
192230-017,3.1,RED,No,Yes,none,05/11/2015,-1,none,,,11,,85
192230-017,3.1,RED,No,Yes,none,05/12/2015,-1,none,,,7,,64
192230-017,3.1,RED,No,Yes,none,05/13/2015,-1,none,,,11,,20
192230-017,3.1,RED,No,Yes,none,05/14/2015,-1,none,,,11,,83
192230-017,3.1,RED,No,Yes,Aerial,05/15/2015,,Aerial Treatment,,Methoprene pellets,14,,67
192230-017,3.1,RED,No,Yes,none,04/26/2015,-1,none,,,9,,12
192230-017,3.1,RED,No,Yes,Aerial,04/27/2015,0.85,Inspect for Aerial Trt.,2,,11,,14
192230-017,3.1,RED,No,Yes,Aerial,04/28/2015,,Aerial Treatment,2,Bti granules,11,,52
192230-017,3.1,RED,No,Yes,none,04/29/2015,-1,none,,,12,,16
192230-017,3.1,RED,No,Yes,Aerial,04/30/2015,0.75,Inspect for Aerial Trt.,0.4,,12,,17
192230-017,3.1,RED,No,Yes,none,04/24/2015,-1,none,,,7,,88
192230-017,3.1,RED,No,Yes,none,04/25/2015,-1,none,,,8,,54
192230-017,3.1,RED,No,Yes,none,04/23/2015,-1,none,,,6,,4
192230-017,3.1,RED,No,Yes,none,08/29/2014,-1,none,,,22,,87
192230-017,3.1,RED,No,Yes,none,08/30/2014,-1,none,,,20,,54
192230-017,3.1,RED,No,Yes,none,08/31/2014,-1,none,,,21,,71
192230-017,3.1,RED,No,Yes,none,09/01/2014,-1,none,,,19,,37
192230-017,3.1,RED,No,Yes,Aerial,09/02/2014,0.0,Inspect for Aerial Trt.,0,,19,,6
192230-017,3.1,RED,No,Yes,none,07/19/2014,-1,none,,,21,,52
192230-017,3.1,RED,No,Yes,none,07/20/2014,-1,none,,,24,,23
192230-017,3.1,RED,No,Yes,none,07/21/2014,-1,none,,,26,,38
192230-017,3.1,RED,No,Yes,none,07/22/2014,-1,none,,,24,,58
192230-017,3.1,RED,No,Yes,Aerial,07/23/2014,,Aerial Treatment,,Methoprene pellets,21,,17
192230-017,3.1,RED,No,Yes,none,06/16/2014,-1,none,,,20,,32
192230-017,3.1,RED,No,Yes,none,06/17/2014,-1,none,,,22,,29
192230-017,3.1,RED,No,Yes,none,06/18/2014,-1,none,,,22,,56
192230-017,3.1,RED,No,Yes,none,06/19/2014,-1,none,,,20,,84
192230-017,3.1,RED,No,Yes,Aerial,06/20/2014,,Aerial Treatment,,Methoprene pellets,23,,29
192230-017,3.1,RED,No,Yes,none,05/18/2014,-1,none,,,14,,12
192230-017,3.1,RED,No,Yes,none,05/19/2014,-1,none,,,12,,82
192230-017,3.1,RED,No,Yes,none,05/20/2014,-1,none,,,18,,36
192230-017,3.1,RED,No,Yes,none,05/21/2014,-1,none,,,14,,24
192230-017,3.1,RED,No,Yes,Aerial,05/22/2014,,Aerial Treatment,,Methoprene pellets,15,,1
192230-017,3.1,RED,No,Yes,none,04/18/2014,-1,none,,,4,,25
192230-017,3.1,RED,No,Yes,none,04/19/2014,-1,none,,,10,,61
192230-017,3.1,RED,No,Yes,none,04/20/2014,-1,none,,,15,,27
192230-017,3.1,RED,No,Yes,none,04/21/2014,-1,none,,,14,,24
192230-017,3.1,RED,No,Yes,Aerial,04/22/2014,,Aerial Treatment,,Methoprene pellets,8,,19
192230-017,3.1,RED,No,Yes,none,08/26/2013,-1,none,,,29,,8
192230-017,3.1,RED,No,Yes,none,08/27/2013,-1,none,,,29,,13
192230-017,3.1,RED,No,Yes,none,08/28/2013,-1,none,,,26,,11
192230-017,3.1,RED,No,Yes,none,08/29/2013,-1,none,,,27,,22
192230-017,3.1,RED,No,Yes,Aerial,08/30/2013,0.10,Inspect for Aerial Trt.,0,,25,,9
192230-017,3.1,RED,No,Yes,none,07/21/2013,-1,none,,,20,,55
192230-017,3.1,RED,No,Yes,none,07/22/2013,-1,none,,,22,,45
192230-017,3.1,RED,No,Yes,none,07/23/2013,-1,none,,,20,,4
192230-017,3.1,RED,No,Yes,none,07/24/2013,-1,none,,,19,,29
192230-017,3.1,RED,No,Yes,Aerial,07/25/2013,,Aerial Treatment,0,Spinosad granules,21,,45
192230-017,3.1,RED,No,Yes,none,06/21/2013,-1,none,,,23,,62
192230-017,3.1,RED,No,Yes,none,06/22/2013,-1,none,,,21,,68
192230-017,3.1,RED,No,Yes,none,06/23/2013,-1,none,,,23,,51
192230-017,3.1,RED,No,Yes,none,06/24/2013,-1,none,,,23,,39
192230-017,3.1,RED,No,Yes,Aerial,06/25/2013,,Aerial Treatment,0,Methoprene pellets,23,,44
192230-017,3.1,RED,No,Yes,none,05/17/2013,-1,none,,,14,,81
192230-017,3.1,RED,No,Yes,none,05/18/2013,-1,none,,,19,,61
192230-017,3.1,RED,No,Yes,none,05/19/2013,-1,none,,,20,,64
192230-017,3.1,RED,No,Yes,none,05/20/2013,-1,none,,,19,,69
192230-017,3.1,RED,No,Yes,Aerial,05/21/2013,,Aerial Treatment,0,Methoprene pellets,15,,74
192230-017,3.1,RED,No,Yes,none,05/06/2013,-1,none,,,13,,57
192230-017,3.1,RED,No,Yes,none,05/07/2013,-1,none,,,17,,29
192230-017,3.1,RED,No,Yes,none,05/08/2013,-1,none,,,17,,52
192230-017,3.1,RED,No,Yes,Aerial,05/09/2013,0.75,Inspect for Aerial Trt.,0.6,,11,,72
192230-017,3.1,RED,No,Yes,Aerial,05/10/2013,,Aerial Treatment,0,Bti granules,10,,14
192230-017,3.1,RED,No,Yes,none,05/05/2013,-1,none,,,9,,93
192230-017,3.1,RED,No,Yes,none,07/21/2012,-1,none,,,25,,51
192230-017,3.1,RED,No,Yes,none,07/22/2012,-1,none,,,26,,37
192230-017,3.1,RED,No,Yes,none,07/23/2012,-1,none,,,27,,62
192230-017,3.1,RED,No,Yes,none,07/24/2012,-1,none,,,23,,64
192230-017,3.1,RED,No,Yes,Aerial,07/25/2012,0.0,Inspect for Aerial Trt.,0,,26,,50
192230-017,3.1,RED,No,Yes,none,06/11/2012,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/12/2012,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/13/2012,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/14/2012,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,06/15/2012,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,05/11/2012,-1,none,,,15,,44
192230-017,3.1,RED,No,Yes,none,05/12/2012,-1,none,,,15,,15
192230-017,3.1,RED,No,Yes,none,05/13/2012,-1,none,,,16,,2
192230-017,3.1,RED,No,Yes,none,05/14/2012,-1,none,,,19,,4
192230-017,3.1,RED,No,Yes,Aerial,05/15/2012,,Aerial Treatment,0,Methoprene pellets,17,,14
192230-017,3.1,RED,No,Yes,none,05/05/2012,-1,none,,,14,,78
192230-017,3.1,RED,No,Yes,none,05/06/2012,-1,none,,,15,,80
192230-017,3.1,RED,No,Yes,Aerial,05/07/2012,0.85,Inspect for Aerial Trt.,10,,14,,27
192230-017,3.1,RED,No,Yes,none,05/08/2012,-1,none,,,12,,51
192230-017,3.1,RED,No,Yes,Aerial,05/09/2012,,Aerial Treatment,0,Bti granules,12,,46
192230-017,3.1,RED,No,Yes,Aerial,05/03/2012,0.75,Inspect for Aerial Trt.,3,,20,,21
192230-017,3.1,RED,No,Yes,Aerial,05/04/2012,,Aerial Treatment,0,Bti granules,16,,43
192230-017,3.1,RED,No,Yes,none,04/30/2012,-1,none,,,12,,45
192230-017,3.1,RED,No,Yes,none,05/01/2012,-1,none,,,15,,38
192230-017,3.1,RED,No,Yes,none,05/02/2012,-1,none,,,19,,36
192230-017,3.1,RED,No,Yes,none,04/29/2012,-1,none,,,9,,56
192230-017,3.1,RED,No,Yes,none,04/16/2012,-1,none,,,4,,71
192230-017,3.1,RED,No,Yes,Aerial,04/17/2012,0.75,Inspect for Aerial Trt.,0,,8,,26
192230-017,3.1,RED,No,Yes,none,04/18/2012,-1,none,,,12,,38
192230-017,3.1,RED,No,Yes,Aerial,04/19/2012,0.75,Inspect for Aerial Trt.,1.5,,5,,70
192230-017,3.1,RED,No,Yes,Aerial,04/20/2012,,Aerial Treatment,0,Bti granules,7,,16
192230-017,3.1,RED,No,Yes,none,04/15/2012,-1,none,,,16,,76
